DCA License Number,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Community Board,Council District,BIN,BBL,NTA,Census Tract,Detail,Longitude,Latitude,Location
1281075-DCA,Business,07/31/2011,Inactive,04/26/2010,Secondhand Dealer - General,T-BIRDS AUTOMOTIVE LTD.,,688,HENRY ST,,BROOKLYN,NY,11231,7188021500,Brooklyn,3,306,38,3000000,3005260025,BK33,59,,-74.00276159715109,40.67718454555281,"(40.67718454555281, -74.00276159715109)"
1419835-DCA,Business,12/31/2015,Inactive,02/21/2012,Tobacco Retail Dealer,NEW HENRY DELI CORP.,,721,HENRY ST,,BROOKLYN,NY,11231,3477254347,Brooklyn,3,306,38,3008453,3005360001,BK33,59,,-74.00313650124755,40.676363848432715,"(40.676363848432715, -74.00313650124755)"
2031725-2-DCA,Business,12/31/2020,Active,12/28/2015,Tobacco Retail Dealer,RAHMAH INC.,,368,VAN BRUNT ST,,BROOKLYN,NY,11231,347-585-1517,Brooklyn,3,306,38,3008584,3005650025,BK33,53,,-74.01284183158299,40.67741442306953,"(40.67741442306953, -74.01284183158299)"
1222026-DCA,Business,12/31/2012,Inactive,03/27/2006,Tobacco Retail Dealer,FAMOUS DELI GROCERY CORP.,,783B,HICKS ST,,BROOKLYN,NY,11231,7182548757,,,,,,,,,,-77.51958437167269,40.11238533659802,"(40.11238533659802, -77.51958437167269)"
1142324-DCA,Business,12/31/2018,Inactive,03/22/2005,Tobacco Retail Dealer,"H & K GROCERY, INC.",,291,VAN BRUNT ST,,BROOKLYN,NY,11231,718-871-2814,Brooklyn,3,306,38,3396666,3005460010,BK33,53,,-74.01114040069871,40.67883913801923,"(40.67883913801923, -74.01114040069871)"
1122896-DCA,Business,06/30/2020,Active,09/13/2002,Electronic & Appliance Service,Elkay Appliance Service Corp.,,99,COMMERCE ST,,BROOKLYN,NY,11231,2125298300,Brooklyn,3,306,38,3319963,3005170020,BK33,59,,-74.00885856144379,40.68125199197083,"(40.68125199197083, -74.00885856144379)"
1418341-DCA,Business,12/31/2015,Inactive,02/02/2012,Tobacco Retail Dealer,COLOMBIA GROCERY CORP,,439,COLUMBIA ST,,BROOKLYN,NY,11231,7182464399,Brooklyn,3,306,38,3008424,3005340001,BK33,59,,-74.00645334723154,40.67725301707052,"(40.67725301707052, -74.00645334723154)"
1285611-DCA,Business,06/30/2011,Inactive,05/15/2008,Home Improvement Contractor,"PRIME CONTRACTING & MANAGEMENT, INC.",,174,COFFEY ST,,BROOKLYN,NY,11231,7182548700,Brooklyn,3,306,38,3008687,3005850044,BK33,53,,-74.01602167330864,40.677532049507306,"(40.677532049507306, -74.01602167330864)"
1135877-DCA,Business,12/31/2017,Inactive,04/09/2003,Tobacco Retail Dealer,LAS AMERICAS DELI GROCERY CORP.,,506,COURT ST,,BROOKLYN,NY,11231,718-237-0968,Brooklyn,3,306,39,3005592,3003770037,BK33,65,,-73.9986913175301,40.676586210466475,"(40.676586210466475, -73.9986913175301)"
1474212-DCA,Business,12/31/2018,Inactive,09/26/2013,Tobacco Retail Dealer,J EDWIN FOOD CORP.,RED HOOK DELI SUPERMARKET,58,LORRAINE ST,,BROOKLYN,NY,11231,7188584343,Brooklyn,3,306,38,3008668,3005800005,BK33,53,,-74.00739040288961,40.67452739953375,"(40.67452739953375, -74.00739040288961)"
1269405-DCA,Business,06/30/2011,Inactive,10/02/2009,Home Improvement Contractor,MIDCITY CORP.,,271,COLUMBIA ST,,BROOKLYN,NY,11231,7188753100,Brooklyn,3,306,39,3004860,3003530008,BK33,51,,-74.00374253380693,40.682838750622906,"(40.682838750622906, -74.00374253380693)"
1093939-DCA,Business,03/31/2020,Active,11/27/2001,Stoop Line Stand,LEMON TREE FARM INC.,,312,COURT ST,,BROOKLYN,NY,11231,718-624-7581,Brooklyn,3,306,39,3004207,3003330034,BK33,67,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.99536685678606,40.683486484435264,"(40.683486484435264, -73.99536685678606)"
1329535-DCA,Business,12/31/2013,Inactive,08/17/2009,Tobacco Retail Dealer,556 COURT STREET DELICATESSENS CORP.,,556,COURT ST,,BROOKLYN,NY,11231,9175184341,Brooklyn,3,306,39,3005707,3003820034,BK33,65,,-73.99947726076401,40.6749640549246,"(40.6749640549246, -73.99947726076401)"
2085416-DCA,Business,02/28/2021,Active,05/03/2019,Home Improvement Contractor,"Make Good Creative, Ltd.",Make Good Traditional Handcrafts,249,SMITH ST,,BROOKLYN,NY,11231,7187377637,Brooklyn,3,306,33,3006697,3004150008,BK33,75,,-73.99276726786653,40.68331068498801,"(40.68331068498801, -73.99276726786653)"
1350915-DCA,Business,02/28/2021,Active,04/20/2010,Home Improvement Contractor,"OMBRELLINO CONSTRUCTION & PAINTING, INC.",,38,COFFEY ST,,BROOKLYN,NY,11231,7186257887,Brooklyn,3,306,38,3008759,3005880036,BK33,53,,-74.01164800024232,40.674551750246025,"(40.674551750246025, -74.01164800024232)"
1194546-DCA,Business,02/28/2021,Active,04/25/2005,Home Improvement Contractor,"KLEEN CONSTRUCTION, LLC",,364,DEGRAW ST,,BROOKLYN,NY,11231,6467327455,Brooklyn,3,306,33,3006876,3004220010,BK33,75,,-73.9926339259057,40.68273701914045,"(40.68273701914045, -73.9926339259057)"
2045093-DCA,Business,02/28/2021,Active,10/27/2016,Home Improvement Contractor,"VALENTINE CONSTRUCTION MANAGEMENT, LLC",VCM,61,3RD PL,,BROOKLYN,NY,11231,3479472272,Brooklyn,3,306,39,3005312,3003660049,BK33,65,,-73.99893282567388,40.679042785632305,"(40.679042785632305, -73.99893282567388)"
2018988-DCA,Business,04/30/2020,Active,03/04/2015,Tow Truck Company,J & C TOW SERVICES INC.,,9,WOODHULL ST,,BROOKLYN,NY,11231,718-858-8270,Brooklyn,3,306,39,3000000,3003570006,BK33,51,"Active Plate Numbers:  8125, 7937",-74.00469432081661,40.68182589470561,"(40.68182589470561, -74.00469432081661)"
1469442-DCA,Business,02/28/2015,Inactive,07/16/2013,Home Improvement Contractor,"MORALES, DANIEL V.",DVM CONSTRUCTION,31,DIKEMAN ST,,BROOKLYN,NY,11231,6465925074,Brooklyn,3,,,,,BK33,53,,-77.51958437167269,40.11238533659802,"(40.11238533659802, -77.51958437167269)"
1200367-DCA,Business,06/30/2011,Inactive,06/10/2005,Home Improvement Contractor,051 DESIGN LLC,,138,DWIGHT ST,,BROOKLYN,NY,11231,7188558015,Brooklyn,3,306,38,3008756,3005880029,BK33,53,,-74.01084045834106,40.67452163664228,"(40.67452163664228, -74.01084045834106)"
2052427-DCA,Business,02/28/2019,Inactive,05/04/2017,Home Improvement Contractor,JLOFT DESIGNS INC,,183,LORRAINE ST,,BROOKLYN,NY,11231,6462171956,Brooklyn,3,306,38,3336622,3005720001,BK33,53,,-74.0022999885552,40.67310582031847,"(40.67310582031847, -74.0022999885552)"
2029727-DCA,Business,02/28/2017,Inactive,10/22/2015,Home Improvement Contractor,KEVIN KERR,ANTHONY DAVIS CONSTRUCTION AND DESIGN,608,HENRY ST,,BROOKLYN,NY,11231,9177569986,Brooklyn,3,306,39,3005217,3003647502,BK33,63,,-74.00131956938915,40.68019284304103,"(40.68019284304103, -74.00131956938915)"
2039910-DCA,Business,02/28/2017,Inactive,07/07/2016,Home Improvement Contractor,BROOKLYN HOME REMODEL LLC,,92,LUQUER ST,,BROOKLYN,NY,11231,917-439-4972,Brooklyn,3,306,39,3005538,3003760016,BK33,65,,-74.00175215905594,40.678060148259206,"(40.678060148259206, -74.00175215905594)"
1338761-DCA,Business,12/31/2010,Inactive,11/13/2009,Electronics Store,"SAMI'S METRO PARTNER ASSOCIATE, CORP.",METRO PCS,603,CLINTON ST,,BROOKLYN,NY,11231,7186432832,Brooklyn,3,306,38,3008516,3005520003,BK33,53,,-74.00177731076894,40.674865230488074,"(40.674865230488074, -74.00177731076894)"
1152016-DCA,Business,12/31/2020,Active,09/18/2003,Tobacco Retail Dealer,RAMALLAH FOOD CORP.,,592,CLINTON ST,,BROOKLYN,NY,11231,718-852-8470,Brooklyn,3,306,38,3339413,3005380001,BK33,85,,-74.00156462194663,40.67536203782202,"(40.67536203782202, -74.00156462194663)"
1225199-DCA,Business,06/30/2011,Inactive,04/28/2006,Home Improvement Contractor,ALL CONSTRUCTION SERVICES INC.,,385,SMITH ST,,BROOKLYN,NY,11231,3477283149,Brooklyn,3,306,39,3007962,3004640008,BK33,77,,-73.99582505954166,40.678746279291765,"(40.678746279291765, -73.99582505954166)"
1166825-DCA,Business,12/31/2015,Inactive,05/07/2004,Tobacco Retail Dealer,"ALNZAILI, ABDULHAKIM M.",CARROLL GARDEN DELI GROCERY II,245,COLUMBIA ST,,BROOKLYN,NY,11231,7188756276,Brooklyn,3,306,39,3338860,3003420501,BK33,51,,-74.00327746938427,40.68381864844352,"(40.68381864844352, -74.00327746938427)"
1219129-DCA,Business,12/31/2013,Inactive,02/13/2006,Laundry Jobber,BIG APPLE CLEANERS INC.,YES CLEANERS,472,COURT ST,,BROOKLYN,NY,11231,7186431635,Brooklyn,3,306,39,3341730,3003740130,BK33,65,,-73.9981288756522,40.67775822125657,"(40.67775822125657, -73.9981288756522)"
1324795-DCA,Business,06/30/2011,Inactive,07/10/2009,Home Improvement Contractor,LLOGARI GROUP INC,LLOGARI INTERIORS,365,VAN BRUNT ST,,BROOKLYN,NY,11231,5162826407,Brooklyn,3,306,38,3008720,3005870010,BK33,53,,-74.01363844384773,40.67671166920035,"(40.67671166920035, -74.01363844384773)"
2036319-DCA,Business,09/15/2018,Inactive,04/19/2016,Sidewalk Cafe,COLUMBIA 4 LLC,ALMA RESTAURANT,187,COLUMBIA ST,,BROOKLYN,NY,11231,7189168725,Brooklyn,3,306,39,3395741,3003300010,BK33,51,"Sidewalk Cafe Type: Unenclosed, Square Feet: 403, Tables: 22, Chairs: 48",-74.00239777366559,40.68562747462899,"(40.68562747462899, -74.00239777366559)"
1382921-DCA,Business,02/28/2017,Inactive,02/17/2011,Home Improvement Contractor,"COPE, NICHOLAS",GREEN PAINTING,275,CONOVER ST,,BROOKLYN,NY,11231,6466917857,Brooklyn,3,306,38,0,3000000000,BK33,53,,-74.01763619521803,40.67517130730876,"(40.67517130730876, -74.01763619521803)"
1470761-DCA,Business,03/31/2020,Active,08/06/2013,Stoop Line Stand,MAZZONE HARDWARE CORP.,,470,COURT ST,,BROOKLYN,NY,11231,7186248494,Brooklyn,3,306,39,3005422,3003710044,BK33,65,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 0, 5 foot stands: 2, 5.01 to 10 foot stands: 0",-73.998017106071,40.677988780393626,"(40.677988780393626, -73.998017106071)"
1474109-DCA,Business,06/15/2016,Inactive,09/25/2013,Auction House Premises,"AQUA INDUSTRIES, LLC",PIER 44 ANTIQUE AUCTION GALLERY,106,FERRIS ST,,BROOKLYN,NY,11231,7182371111,Brooklyn,3,,,,,BK33,53,,-77.51958437167269,40.11238533659802,"(40.11238533659802, -77.51958437167269)"
1063230-DCA,Business,12/31/2020,Active,04/16/2009,Tobacco Retail Dealer,322 VAN BRUNT CORP.,,322,VAN BRUNT ST,,BROOKLYN,NY,11231,718-624-1779,Brooklyn,3,306,38,3008474,3005450019,BK33,53,,-74.01115482376565,40.6788501157163,"(40.6788501157163, -74.01115482376565)"
1394849-DCA,Business,09/30/2012,Inactive,06/02/2011,Cabaret,PARIS BURLESQUE CLUB INC.,,18,COMMERCE ST,,BROOKLYN,NY,11231,7184961804,Brooklyn,3,306,38,3330289,3005120001,BK33,59,Capacity of each room:  190,-74.00619397646842,40.679462574203264,"(40.679462574203264, -74.00619397646842)"
1466278-DCA,Business,12/31/2018,Inactive,06/03/2013,Tobacco Retail Dealer,RED HOOK FOOD CORP.,,603,CLINTON ST,,BROOKLYN,NY,11231,347-721-3665,Brooklyn,3,306,38,3008516,3005520003,BK33,53,,-74.00177731076894,40.674865230488074,"(40.674865230488074, -74.00177731076894)"
1299869-DCA,Business,06/30/2013,Inactive,09/19/2008,Home Improvement Contractor,LARGENT STUDIOS LTD.,,499,VAN BRUNT ST,,BROOKLYN,NY,11231,7182549220,Brooklyn,3,306,38,3390948,3006120001,BK33,53,,-74.01704461075947,40.67381547757462,"(40.67381547757462, -74.01704461075947)"
2046469-DCA,Business,12/31/2017,Inactive,12/14/2016,Laundry,"LI, SHENG",SUPER LAUNDROMAT,355,SMITH ST,,BROOKLYN,NY,11231,9175359001,Brooklyn,3,306,39,3007555,3004500005,BK33,77,,-73.99516521493679,40.67977005395693,"(40.67977005395693, -73.99516521493679)"
1249326-DCA,Business,06/30/2011,Inactive,03/05/2007,Home Improvement Contractor,"VEGO, LLC",,104,KING ST,,BROOKLYN,NY,11231,7186661964,Brooklyn,3,306,38,3008510,3005460045,BK33,53,,-74.0107724895088,40.67778792469151,"(40.67778792469151, -74.0107724895088)"
1258445-DCA,Business,12/31/2013,Inactive,06/11/2007,Tobacco Retail Dealer,MELISSA DELI CORP.,,121,COLUMBIA ST,,BROOKLYN,NY,11231,7187974227,Brooklyn,3,306,39,3003584,3003190035,BK33,47,,-74.00147476350007,40.68755157461428,"(40.68755157461428, -74.00147476350007)"
1250593-DCA,Business,03/31/2020,Active,03/23/2007,Stoop Line Stand,K & Y FRUIT & VEGETABLE GROCERY INC.,,291,COURT ST,,BROOKLYN,NY,11231,718-222-0525,Brooklyn,3,306,33,3006640,3004140007,BK33,75,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 0, 5 foot stands: 3, 5.01 to 10 foot stands: 0",-73.99501706691154,40.68416442848371,"(40.68416442848371, -73.99501706691154)"
2047239-DCA,Business,03/31/2020,Active,01/10/2017,Stoop Line Stand,THE CANINE CORNER LLC,THE CANINE CORNER,303,COURT ST,,BROOKLYN,NY,11231,7183604900,Brooklyn,3,306,33,3006635,3004140001,BK33,75,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 5, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.99517213077132,40.68384329678657,"(40.68384329678657, -73.99517213077132)"
2061605-DCA,Business,12/31/2019,Active,11/27/2017,Laundries,"THE LOVELY LAURA LAUNDRY COVE, LLC",,289,COLUMBIA ST,,BROOKLYN,NY,11231,6463639189,Brooklyn,3,306,39,3005013,3003580009,BK33,51,Laundry Type: Retail Laundry,-74.0040417548592,40.68222116672168,"(40.68222116672168, -74.0040417548592)"
1467956-DCA,Business,12/31/2016,Inactive,06/24/2013,Tobacco Retail Dealer,LORRAINE CANDY STORE CORP,,52,LORRAINE ST,,BROOKLYN,NY,11231,347-358-3900,Brooklyn,3,306,38,3008668,3005800005,BK33,53,,-74.0075598466832,40.67457404970031,"(40.67457404970031, -74.0075598466832)"
1471538-DCA,Business,12/31/2020,Active,08/15/2013,Tobacco Retail Dealer,VINAYAK GROCERY INC.,SMITH STREET GROCERY & CONVENIENCE,2,2ND ST,,BROOKLYN,NY,11231,646-331-8591,Brooklyn,3,306,39,3336314,3004600001,BK33,77,,-73.99506790315681,40.67932539654247,"(40.67932539654247, -73.99506790315681)"
1407182-DCA,Business,02/28/2021,Active,09/12/2011,Home Improvement Contractor,"ARBORPOLITAN, INC.",,360,COLUMBIA ST,,BROOKLYN,NY,11231,7182885980,Brooklyn,3,306,38,3008256,3005120035,BK33,59,,-74.00529986489975,40.679627305262706,"(40.679627305262706, -74.00529986489975)"
2074128-DCA,Business,02/28/2019,Inactive,06/21/2018,Home Improvement Contractor,"BANKS, MICHAEL",BANKS CONSTRUCTION,748,HENRY ST,,BROOKLYN,NY,11231,347-833-7212,Brooklyn,3,306,38,3332224,3005380001,BK33,85,,-74.00361233245778,40.6754086529236,"(40.6754086529236, -74.00361233245778)"
1452823-DCA,Business,06/30/2013,Inactive,12/27/2012,Home Improvement Contractor,"NEW AGE PAINTING AND DECORATING, INC.",,721,HENRY ST,,BROOKLYN,NY,11231,7184427803,Brooklyn,3,306,38,3008453,3005360001,BK33,59,,-74.00313650124755,40.676363848432715,"(40.676363848432715, -74.00313650124755)"
2088017-DCA,Business,02/28/2021,Active,07/08/2019,Home Improvement Contractor,HARD SAFARI CORP,CUB CRAFT,481-481,VAN BRUNT ST,,BROOKLYN,NY,11231,646-675-6010,Brooklyn,3,306,38,3390948,3006120001,BK33,53,,-74.01639223416133,40.67436452741702,"(40.67436452741702, -74.01639223416133)"
1379462-DCA,Business,06/30/2011,Inactive,12/22/2010,Home Improvement Contractor,"RHDA, INC.",,116,3RD PL,,BROOKLYN,NY,11231,8602485670,Brooklyn,3,306,39,3008023,3004670502,BK33,77,,-73.99718426755963,40.678534973010265,"(40.678534973010265, -73.99718426755963)"
2016102-DCA,Business,02/28/2019,Inactive,12/02/2014,Home Improvement Contractor,Rebuilding Together NYC,,285,VAN BRUNT ST,,BROOKLYN,NY,11231,,Brooklyn,3,306,38,3008394,3005310003,BK33,59,,-74.01086283046078,40.6790752150868,"(40.6790752150868, -74.01086283046078)"
1256976-DCA,Business,04/30/2012,Inactive,04/14/2008,Tow Truck Company,GRADE A OF NYC INC.,,9,WOODHULL ST,,BROOKLYN,NY,11231,7183836526,Brooklyn,3,306,39,3000000,3003570006,BK33,51,,-74.00469432081661,40.68182589470561,"(40.68182589470561, -74.00469432081661)"
1314907-DCA,Business,06/30/2011,Inactive,04/21/2009,Home Improvement Contractor,J&C NEW DESIGN CONSTRUCTION INC.,,446,HENRY ST,,BROOKLYN,NY,11231,7186244907,Brooklyn,3,306,39,3003803,3003220043,BK33,49,,-73.99856132910872,40.685937649768334,"(40.685937649768334, -73.99856132910872)"
1360473-DCA,Business,03/31/2012,Inactive,06/29/2010,Stoop Line Stand,MJ BAGEL INC.,,323,SMITH ST,,BROOKLYN,NY,11231,7182461321,Brooklyn,3,306,39,3007260,3004360001,BK33,75,"Product Category: Ice Cream, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.99427097226776,40.681095738297245,"(40.681095738297245, -73.99427097226776)"
2037766-DCA,Business,12/31/2017,Inactive,05/18/2016,Laundry Jobber,KELLY DRY CLEANER INC.,RANDEX DRY CLEANERS,534,HENRY ST,,BROOKLYN,NY,11231,,Brooklyn,3,306,39,3004493,3003430032,BK33,63,,-74.0000108165824,40.68290468601848,"(40.68290468601848, -74.0000108165824)"
1417079-DCA,Business,01/31/2013,Inactive,01/09/2012,Debt Collection Agency,"CREMAC ASSET MANAGEMENT, LLC",,78,DELEVAN ST,,BROOKLYN,NY,11231,7182224500,Brooklyn,3,306,38,3008318,3005180043,BK33,59,,-74.00854474096964,40.68010195582032,"(40.68010195582032, -74.00854474096964)"
0927771-DCA,Business,12/31/2017,Inactive,01/29/1996,Laundry Jobber,"KOUTSINSKI, VICTOR",ONE STOP SERVICE,466,COURT ST,,BROOKLYN,NY,11231,7188553600,Brooklyn,3,306,39,3005420,3003710042,BK33,65,,-73.99796662922724,40.67809308091937,"(40.67809308091937, -73.99796662922724)"
1139317-DCA,Business,02/28/2021,Active,06/19/2007,Home Improvement Contractor,"RAHMANN CONTRACTING COMPANY, LTD.",,60,Sackett Street,,BROOKLYN,NY,11231,7184622480,Brooklyn,3,306,39,3336015,3003340028,BK33,53,,-73.99442667373667,40.67310296353988,"(40.67310296353988, -73.99442667373667)"
1102224-DCA,Business,12/31/2017,Inactive,02/21/2002,Laundry,"CHAN, SAU MAY",SMITH LUCKY MAY,313,SMITH ST,,BROOKLYN,NY,11231,6464315059,Brooklyn,3,306,39,3007264,3004360006,BK33,75,,-73.99410149522419,40.6813427592863,"(40.6813427592863, -73.99410149522419)"
2078015-DCA,Business,02/28/2021,Active,09/11/2018,Home Improvement Contractor,CONTRACTORS PLUS INC,,89,SACKETT ST,,BROOKLYN,NY,11231,3476173939,Brooklyn,3,306,39,3397915,3003290018,BK33,51,,-74.00386887587703,40.68540236332185,"(40.68540236332185, -74.00386887587703)"
2007453-DCA,Business,04/30/2020,Active,05/05/2014,Tow Truck Company,J&C TOWING INC,,9,WOODHULL ST,,BROOKLYN,NY,11231,7187148751,Brooklyn,3,306,39,3000000,3003570006,BK33,51,"Active Plate Numbers:  8354, 6390",-74.00469432081661,40.68182589470561,"(40.68182589470561, -74.00469432081661)"
2018936-DCA,Business,12/31/2017,Inactive,03/03/2015,Laundry Jobber,NEW SOFO CLEANER INC,,497,COURT ST,,BROOKLYN,NY,11231,718-852-8151,Brooklyn,3,306,39,3336360,3004740001,BK33,77,,-73.99897974235112,40.675935701840196,"(40.675935701840196, -73.99897974235112)"
1391334-DCA,Business,12/15/2019,Active,05/11/2011,Sidewalk Cafe,TTT BROOKLYN INC.,JOLIE CANTINA,241,SMITH ST,,BROOKLYN,NY,11231,9176090241,Brooklyn,3,306,33,3006540,3004090001,BK38,69,"Sidewalk Cafe Type: Unenclosed, Square Feet: 266, Tables: 9, Chairs: 20",-73.9925472928489,40.68363729882421,"(40.68363729882421, -73.9925472928489)"
2026668-DCA,Business,03/31/2018,Inactive,08/06/2015,Stoop Line Stand,"INCHES WIDE, INC.",VEKSLERS,521,HICKS ST,,BROOKLYN,NY,11231,917-478-0558,Brooklyn,3,306,39,3003679,3003210001,BK33,49,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-74.00049758247174,40.685542410623675,"(40.685542410623675, -74.00049758247174)"
2086091-DCA,Business,02/28/2021,Active,05/17/2019,Home Improvement Contractor,PULATANI BUILDERS INC.,,35,SEABRING ST,,BROOKLYN,NY,11231,646-457-9659,Brooklyn,3,306,38,3336449,3005110019,BK33,59,,-74.00666640185035,40.68071965391912,"(40.68071965391912, -74.00666640185035)"
1346304-DCA,Business,02/28/2019,Inactive,03/02/2010,Home Improvement Contractor,OMC CONSTRUCTION INC.,,769,HICKS ST,,BROOKLYN,NY,11231,2124959842,Brooklyn,3,306,38,3336546,3005390008,BK33,59,,-74.00479850416258,40.676610820815924,"(40.676610820815924, -74.00479850416258)"
2080761-DCA,Business,02/28/2021,Active,12/17/2018,Home Improvement Contractor,CITI REHAB CORP,,58,1ST PL,,BROOKLYN,NY,11231,917-771-0459,Brooklyn,3,306,39,3005137,3003610007,BK33,65,,-73.99834872266001,40.68071434563877,"(40.68071434563877, -73.99834872266001)"
1191875-DCA,Business,04/15/2011,Inactive,04/15/2007,Sidewalk Cafe,RIO LUNA CORPORATION,,522,COURT ST,,BROOKLYN,NY,11231,7182372230,Brooklyn,3,306,39,3005642,3003790036,BK33,65,"Sidewalk Cafe Type: Unenclosed, Square Feet: 114, Tables: 2, Chairs: 5",-73.99897253107716,40.67599883159066,"(40.67599883159066, -73.99897253107716)"
2045290-DCA,Business,02/28/2021,Active,11/04/2016,Home Improvement Contractor,JSIMON ASSOCIATES INC.,,175,DWIGHT ST,,BROOKLYN,NY,11231,7188559889,Brooklyn,3,306,38,3396332,3006000103,BK33,53,,-74.01164066169902,40.67381615124436,"(40.67381615124436, -74.01164066169902)"
1036208-DCA,Business,12/15/2017,Inactive,05/19/2003,Sidewalk Cafe,283 SMITH STREET FOOD CORP.,ZAYTOONS,283,SMITH ST,,BROOKLYN,NY,11231,7188751880,Brooklyn,3,306,33,3006867,3004220001,BK33,75,"Sidewalk Cafe Type: Unenclosed, Square Feet: 212, Tables: 5, Chairs: 18",-73.99340554348348,40.68236652168095,"(40.68236652168095, -73.99340554348348)"
1329274-DCA,Business,02/28/2019,Inactive,08/18/2009,Home Improvement Contractor,DOWNTOWN COMPLETE CONSTRUCTION CORP.,,199,CENTRE ST,,BROOKLYN,NY,11231,7186431470,Brooklyn,3,306,39,3000000,3004790036,BK33,77,,-73.99891488728593,40.673621855968484,"(40.673621855968484, -73.99891488728593)"
2025857-DCA,Business,02/28/2017,Inactive,07/20/2015,Home Improvement Contractor,EVOLUTION PROJECTS CORP,,175,VAN DYKE ST,,BROOKLYN,NY,11231,917-655-6516,Brooklyn,3,306,38,3008777,3005950250,BK33,53,,-74.01617287959378,40.67665095582706,"(40.67665095582706, -74.01617287959378)"
1055816-DCA,Business,12/31/2010,Inactive,11/28/2000,Tobacco Retail Dealer,249 COLUMBIA FOOD CORP.,,247,COLUMBIA ST,,BROOKLYN,NY,11231,7188551714,Brooklyn,3,306,39,3004694,3003480010,BK33,51,,-74.00337480968061,40.68361553250527,"(40.68361553250527, -74.00337480968061)"
1207076-DCA,Business,07/31/2011,Inactive,08/18/2005,Secondhand Dealer - General,M & L AUTO REPAIR CTR-TOWING LTD.,,34,COFFEY ST,,BROOKLYN,NY,11231,7185963751,Brooklyn,3,306,38,3008758,3005880033,BK33,53,,-74.0115470462377,40.67448314104596,"(40.67448314104596, -74.0115470462377)"
1282050-DCA,Business,07/31/2011,Inactive,04/15/2008,Secondhand Dealer - General,ANTON TOWING INC.,,35,SEABRING ST,,BROOKLYN,NY,11231,3475386503,Brooklyn,3,306,38,3336449,3005110019,BK33,59,,-74.00666640185035,40.68071965391912,"(40.68071965391912, -74.00666640185035)"
0833104-DCA,Business,04/30/2014,Inactive,03/30/2012,Tow Truck Company,U.S. TOW INC.,,14,COLES ST,,BROOKLYN,NY,11231,7182465566,Brooklyn,3,306,38,3395627,3005130013,BK33,59,,-74.00479872220055,40.67964105112115,"(40.67964105112115, -74.00479872220055)"
1394796-DCA,Business,12/31/2012,Inactive,07/22/2011,Electronics Store,COMPUTEREZ CENTER INC.,COMPUTEREZ.COM,120,UNION ST,,BROOKLYN,NY,11231,7185249999,Brooklyn,3,306,39,3338859,3003420501,BK33,51,,-74.00255997633951,40.68425508536598,"(40.68425508536598, -74.00255997633951)"
2016804-DCA,Business,04/30/2020,Active,12/24/2014,Tow Truck Company,RED HOOK RECOVERY INC,,63,HUNTINGTON ST,,BROOKLYN,NY,11231,3472085793,Brooklyn,3,306,38,3008356,3005260031,BK33,59,"Active Plate Numbers:  8172, 8402",-74.00372058366342,40.67715707079732,"(40.67715707079732, -74.00372058366342)"
2001492-DCA,Business,07/31/2017,Inactive,12/11/2013,Secondhand Dealer - General,FRANCE ANTIQUE BOUTIQUE CORP,,449,UNION ST,,BROOKLYN,NY,11231,7188011002,Brooklyn,3,306,39,3000000,3004300061,BK33,75,,-73.99066203674336,40.68038460581344,"(40.68038460581344, -73.99066203674336)"
1279282-DCA,Business,06/30/2011,Inactive,03/12/2008,Home Improvement Contractor,GRANATO INC.,,39,COFFEY ST,,BROOKLYN,NY,11231,7188584925,Brooklyn,3,306,38,3336663,3005990017,BK33,53,,-74.0117273177029,40.674584679489016,"(40.674584679489016, -74.0117273177029)"
1287983-DCA,Business,06/30/2013,Inactive,06/04/2008,Home Improvement Contractor,RAMA WOOD SHOP LLC,,6,BAY ST,,BROOKLYN,NY,11231,6462959543,Brooklyn,3,306,38,3008840,3006010001,BK33,53,,-74.00984534034635,40.67372574129845,"(40.67372574129845, -74.00984534034635)"
1396190-DCA,Business,12/31/2012,Inactive,06/13/2011,Tobacco Retail Dealer,HENRY STREET GROCERY CORP,,721,HENRY ST,,BROOKLYN,NY,11231,7185646890,Brooklyn,3,306,38,3008453,3005360001,BK33,59,,-74.00313650124755,40.676363848432715,"(40.676363848432715, -74.00313650124755)"
1463652-DCA,Business,02/28/2021,Active,04/29/2013,Home Improvement Contractor,HOME STONE INC.,,206,RICHARDS ST,,BROOKLYN,NY,11231,9177238549,Brooklyn,3,306,38,3008735,3005870032,BK33,53,,-74.0124052423082,40.67549861842787,"(40.67549861842787, -74.0124052423082)"
